Scenario ID,Scenario Name,Sector Filter,Revenue Minimum,Revenue Maximum,N Companies,Model,K,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Score,Inertia,AIC,BIC,Noise Share,Min Cluster Size,Min Samples
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Agglomerative,2,0.4443085489819493,1.0249471473852307,143.85574484316348,,,,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Agglomerative,3,0.43878609969814086,0.9946328371705085,190.56569866697365,,,,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Agglomerative,4,0.2486505037901866,1.3242256251629134,177.54139380702597,,,,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Agglomerative,5,0.26883606793194814,1.3456295430194687,165.87155440536048,,,,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Agglomerative,6,0.27813446044102125,1.204964999380505,153.51218887320806,,,,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Agglomerative,7,0.28449719247336136,1.189064240178886,147.22416974169138,,,,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Agglomerative,8,0.26489328613885044,1.1935694776979204,142.12900588608227,,,,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Agglomerative,9,0.26686384201798535,1.1788182825293279,135.12809515009366,,,,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Agglomerative,10,0.19367280094951347,1.2937122861579866,129.4770571484731,,,,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Gaussian Mixture,2,0.27591036911468664,2.3629264032421204,87.2875670837224,,10944.426679265187,11328.493541400674,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Gaussian Mixture,3,0.21029885809991133,1.9926052777489982,97.1539324477355,,10509.251325815743,11087.509298019737,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Gaussian Mixture,4,0.21994171698177448,1.6615757821931314,120.09801938899065,,10231.85399325695,11004.303075529448,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Gaussian Mixture,5,0.13475110329238693,1.643504434564226,123.28834255842276,,9647.334304446995,10613.974496787998,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Gaussian Mixture,6,0.1484994729488852,1.5664811982744036,139.81918437096766,,9550.863723706618,10711.695026116126,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Gaussian Mixture,7,0.1477826158188043,1.7267698156551587,131.65192804955885,,9320.102124437337,10675.12453691535,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Gaussian Mixture,8,0.16580308474573294,1.6149224668936193,130.64313827606748,,9178.217036734704,10727.430559281223,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Gaussian Mixture,9,0.1693417017130535,1.498900559680396,96.189683763245,,9019.266596390727,10762.671229005751,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,Gaussian Mixture,10,0.1436571469710914,1.5988690834271784,101.95737100437965,,8934.536120943327,10872.131863626855,,,
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,HDBSCAN,5,0.45102612125279395,0.610159261555691,197.04864496932032,,,,0.4376130198915009,10.0,5.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,HDBSCAN,4,0.48428713784798344,0.534108146644763,149.937519765714,,,,0.43399638336347196,10.0,10.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,HDBSCAN,0,,,,,,,1.0,10.0,15.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,HDBSCAN,2,0.5429026046370481,0.6081389215820096,131.72634797145963,,,,0.15370705244122965,15.0,5.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,HDBSCAN,0,,,,,,,1.0,15.0,10.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,HDBSCAN,0,,,,,,,1.0,15.0,15.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,553,HDBSCAN,2,0.5429026046370481,0.6081389215820096,131.72634797145963,,,,0.15370705244122965,20.0,5.0
