Scenario ID,Scenario Name,Method,Method Type,Solution ID,Seed,Population,Cluster,KPI,N Companies in Cluster,Imputed Observations,Imputation Rate
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,0,EBITDA Margin,168,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,0,Return on Assets,168,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,0,Asset Turnover,168,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,0,Revenue per Employee,168,4,0.023809523809523808
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,0,Current Ratio,168,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,0,Debt Ratio,168,1,0.005952380952380952
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,0,Free Cash Flow Margin,168,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,0,Operating Cash Flow Margin,168,1,0.005952380952380952
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,1,EBITDA Margin,276,6,0.021739130434782608
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,1,Return on Assets,276,1,0.0036231884057971015
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,1,Asset Turnover,276,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,1,Revenue per Employee,276,5,0.018115942028985508
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,1,Current Ratio,276,3,0.010869565217391304
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,1,Debt Ratio,276,6,0.021739130434782608
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,1,Free Cash Flow Margin,276,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,1,Operating Cash Flow Margin,276,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,-1,EBITDA Margin,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,-1,Return on Assets,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,-1,Asset Turnover,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,-1,Revenue per Employee,60,4,0.06666666666666667
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,-1,Current Ratio,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,-1,Debt Ratio,60,1,0.016666666666666666
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,-1,Free Cash Flow Margin,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,-1,Operating Cash Flow Margin,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,0,EBITDA Margin,17,5,0.29411764705882354
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,0,Return on Assets,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,0,Asset Turnover,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,0,Revenue per Employee,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,0,Current Ratio,17,3,0.17647058823529413
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,0,Debt Ratio,17,1,0.058823529411764705
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,0,Free Cash Flow Margin,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,0,Operating Cash Flow Margin,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,1,EBITDA Margin,334,1,0.0029940119760479044
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,1,Return on Assets,334,1,0.0029940119760479044
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,1,Asset Turnover,334,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,1,Revenue per Employee,334,5,0.014970059880239521
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,1,Current Ratio,334,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,1,Debt Ratio,334,4,0.011976047904191617
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,1,Free Cash Flow Margin,334,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,1,Operating Cash Flow Margin,334,1,0.0029940119760479044
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,2,EBITDA Margin,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,2,Return on Assets,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,2,Asset Turnover,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,2,Revenue per Employee,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,2,Current Ratio,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,2,Debt Ratio,33,1,0.030303030303030304
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,2,Free Cash Flow Margin,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,2,Operating Cash Flow Margin,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,0,EBITDA Margin,17,5,0.29411764705882354
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,0,Return on Assets,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,0,Asset Turnover,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,0,Revenue per Employee,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,0,Current Ratio,17,3,0.17647058823529413
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,0,Debt Ratio,17,1,0.058823529411764705
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,0,Free Cash Flow Margin,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,0,Operating Cash Flow Margin,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,1,EBITDA Margin,334,1,0.0029940119760479044
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,1,Return on Assets,334,1,0.0029940119760479044
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,1,Asset Turnover,334,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,1,Revenue per Employee,334,5,0.014970059880239521
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,1,Current Ratio,334,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,1,Debt Ratio,334,4,0.011976047904191617
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,1,Free Cash Flow Margin,334,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,1,Operating Cash Flow Margin,334,1,0.0029940119760479044
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,2,EBITDA Margin,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,2,Return on Assets,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,2,Asset Turnover,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,2,Revenue per Employee,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,2,Current Ratio,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,2,Debt Ratio,33,1,0.030303030303030304
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,2,Free Cash Flow Margin,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,2,Operating Cash Flow Margin,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,-1,EBITDA Margin,113,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,-1,Return on Assets,113,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,-1,Asset Turnover,113,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,-1,Revenue per Employee,113,4,0.035398230088495575
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,-1,Current Ratio,113,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,-1,Debt Ratio,113,2,0.017699115044247787
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,-1,Free Cash Flow Margin,113,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,-1,Operating Cash Flow Margin,113,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,0,EBITDA Margin,302,6,0.019867549668874173
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,0,Return on Assets,302,1,0.0033112582781456954
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,0,Asset Turnover,302,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,0,Revenue per Employee,302,5,0.016556291390728478
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,0,Current Ratio,302,3,0.009933774834437087
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,0,Debt Ratio,302,4,0.013245033112582781
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,0,Free Cash Flow Margin,302,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,0,Operating Cash Flow Margin,302,1,0.0033112582781456954
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,1,EBITDA Margin,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,1,Return on Assets,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,1,Asset Turnover,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,1,Revenue per Employee,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,1,Current Ratio,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,1,Debt Ratio,29,1,0.034482758620689655
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,1,Free Cash Flow Margin,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,1,Operating Cash Flow Margin,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,0,EBITDA Margin,302,6,0.019867549668874173
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,0,Return on Assets,302,1,0.0033112582781456954
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,0,Asset Turnover,302,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,0,Revenue per Employee,302,5,0.016556291390728478
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,0,Current Ratio,302,3,0.009933774834437087
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,0,Debt Ratio,302,4,0.013245033112582781
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,0,Free Cash Flow Margin,302,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,0,Operating Cash Flow Margin,302,1,0.0033112582781456954
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,1,EBITDA Margin,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,1,Return on Assets,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,1,Asset Turnover,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,1,Revenue per Employee,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,1,Current Ratio,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,1,Debt Ratio,29,1,0.034482758620689655
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,1,Free Cash Flow Margin,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,1,Operating Cash Flow Margin,29,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,EBITDA Margin,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Return on Assets,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Asset Turnover,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Revenue per Employee,60,4,0.06666666666666667
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Current Ratio,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Debt Ratio,60,1,0.016666666666666666
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Free Cash Flow Margin,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,Operating Cash Flow Margin,60,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,EBITDA Margin,17,5,0.29411764705882354
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Return on Assets,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Asset Turnover,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Revenue per Employee,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Current Ratio,17,3,0.17647058823529413
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Debt Ratio,17,1,0.058823529411764705
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Free Cash Flow Margin,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,Operating Cash Flow Margin,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,EBITDA Margin,334,1,0.0029940119760479044
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Return on Assets,334,1,0.0029940119760479044
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Asset Turnover,334,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Revenue per Employee,334,5,0.014970059880239521
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Current Ratio,334,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Debt Ratio,334,4,0.011976047904191617
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Free Cash Flow Margin,334,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,Operating Cash Flow Margin,334,1,0.0029940119760479044
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,2,EBITDA Margin,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,2,Return on Assets,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,2,Asset Turnover,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,2,Revenue per Employee,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,2,Current Ratio,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,2,Debt Ratio,33,1,0.030303030303030304
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,2,Free Cash Flow Margin,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,2,Operating Cash Flow Margin,33,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,EBITDA Margin,17,5,0.29411764705882354
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Return on Assets,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Asset Turnover,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Revenue per Employee,17,0,0.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Current Ratio,17,3,0.17647058823529413
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,Debt Ratio,17,1,0.058823529411764705
