Scenario ID,Scenario Name,Method,Method Type,Solution ID,Seed,Population,Cluster,N Companies,Dominant Sector,Dominant Sector Share,Dominant Industry,Dominant Industry Share,Median Log10 Revenue,Median Log10 MarketCap,MarketCap Coverage
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=15,,HDBSCAN assigned subset,0,302,Healthcare,1.0,Medical Devices,0.2052980132450331,9.03900887696648,9.350237418329105,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=15,,HDBSCAN assigned subset,1,29,Healthcare,1.0,Biotechnology,0.8620689655172413,7.870731551074955,9.218524850954706,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,214,Healthcare,1.0,Medical Devices,0.2102803738317757,9.1650153009255,9.32324051083284,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,45,Healthcare,1.0,Biotechnology,0.4444444444444444,9.050564959025413,9.342726650045524,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,129,Healthcare,1.0,Biotechnology,0.34108527131782945,8.49374934187873,9.034746523760912,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,56,Healthcare,1.0,Biotechnology,0.8035714285714286,7.930796151855793,9.015363922181605,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,0,183,Healthcare,1.0,Medical Devices,0.21311475409836064,9.273285844366498,9.389816948787349,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,1,54,Healthcare,1.0,Biotechnology,0.5,8.940336731184026,9.353439911422761,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,2,148,Healthcare,1.0,Biotechnology,0.28378378378378377,8.588907839888236,9.082704862029157,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,3,59,Healthcare,1.0,Biotechnology,0.7627118644067796,7.9311068351900875,8.966655648242984,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,0,253,Healthcare,1.0,Medical Devices,0.233201581027668,8.976673171926574,9.189824998519844,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,1,68,Healthcare,1.0,Biotechnology,0.75,7.947186210378593,8.911340475336141,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,2,84,Healthcare,1.0,Biotechnology,0.32142857142857145,8.864694698667861,9.367080100467696,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,3,39,Healthcare,1.0,Biotechnology,0.5897435897435898,8.830950323213019,9.411255850473063,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,0,204,Healthcare,1.0,Medical Devices,0.24509803921568626,9.011141593263236,9.16678785774588,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,1,68,Healthcare,1.0,Biotechnology,0.75,7.947186210378593,8.911340475336141,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,2,93,Healthcare,1.0,Biotechnology,0.23655913978494625,8.750531536036679,9.229682153515025,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,3,79,Healthcare,1.0,Biotechnology,0.4810126582278481,8.938746319739968,9.515851607264947,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,0,88,Healthcare,1.0,Medical Devices,0.3068181818181818,8.333807855918554,8.657545421946477,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,1,233,Healthcare,1.0,Medical Devices,0.2017167381974249,9.073661540179389,9.408519213725944,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,2,54,Healthcare,1.0,Biotechnology,0.7962962962962963,7.924945045562098,8.968373499301816,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,3,69,Healthcare,1.0,Biotechnology,0.4492753623188406,9.145075458312535,9.515851607264947,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,0,84,Healthcare,1.0,Medical Devices,0.2619047619047619,8.425229905416593,8.760514000748344,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,1,206,Healthcare,1.0,Medical Devices,0.21359223300970873,9.121785610335,9.418471799930796,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,2,67,Healthcare,1.0,Biotechnology,0.6716417910447762,7.94969731982622,8.948156100503303,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,3,87,Healthcare,1.0,Biotechnology,0.4367816091954023,9.050564959025413,9.524621505162383,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,K-Means,Traditional full-assignment,K-Means|K=3,,All eligible companies,0,52,Industrials,1.0,Marine Shipping,0.2692307692307692,8.694196553332748,8.764630045781079,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,K-Means,Traditional full-assignment,K-Means|K=3,,All eligible companies,1,64,Industrials,1.0,Electrical Equipment & Parts,0.203125,7.969081112700831,8.269807824491181,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,K-Means,Traditional full-assignment,K-Means|K=3,,All eligible companies,2,449,Industrials,1.0,Specialty Industrial Machinery,0.1291759465478842,9.300595483889964,9.475465197327352,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Agglomerative,Traditional full-assignment,Agglomerative|K=3,,All eligible companies,0,456,Industrials,1.0,Specialty Industrial Machinery,0.12719298245614036,9.277211267187198,9.470052652998334,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Agglomerative,Traditional full-assignment,Agglomerative|K=3,,All eligible companies,1,55,Industrials,1.0,Aerospace & Defense,0.2,7.963834789978045,8.177888917451796,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Agglomerative,Traditional full-assignment,Agglomerative|K=3,,All eligible companies,2,54,Industrials,1.0,Marine Shipping,0.25925925925925924,8.815204910712925,8.764630045781079,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,0,212,Industrials,1.0,Marine Shipping,0.12264150943396226,8.433848420386084,8.795724890024626,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,1,353,Industrials,1.0,Specialty Industrial Machinery,0.1529745042492918,9.39620789336892,9.608192422081085,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,-1,105,Industrials,1.0,Electrical Equipment & Parts,0.12380952380952381,8.089304451847871,8.280071270066129,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,0,13,Industrials,1.0,Aerospace & Defense,0.6153846153846154,8.199102148108043,9.486855572707242,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,1,437,Industrials,1.0,Specialty Industrial Machinery,0.13043478260869565,9.333830010445647,9.48591267831018,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,2,10,Industrials,1.0,Marine Shipping,0.6,9.018066690190082,9.425411459788865,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,0,13,Industrials,1.0,Aerospace & Defense,0.6153846153846154,8.199102148108043,9.486855572707242,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,1,437,Industrials,1.0,Specialty Industrial Machinery,0.13043478260869565,9.333830010445647,9.48591267831018,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,2,10,Industrials,1.0,Marine Shipping,0.6,9.018066690190082,9.425411459788865,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,76,Industrials,1.0,Electrical Equipment & Parts,0.13157894736842105,8.042666426932945,8.18358821347831,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,467,Industrials,1.0,Specialty Industrial Machinery,0.12205567451820129,9.293770136077406,9.469852674025383,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,22,Industrials,1.0,Aerospace & Defense,0.36363636363636365,7.7724976709974705,9.302046097748672,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,467,Industrials,1.0,Specialty Industrial Machinery,0.12205567451820129,9.293770136077406,9.469852674025383,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,1,22,Industrials,1.0,Aerospace & Defense,0.36363636363636365,7.7724976709974705,9.302046097748672,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,-1,76,Industrials,1.0,Electrical Equipment & Parts,0.13157894736842105,8.042666426932945,8.18358821347831,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,0,467,Industrials,1.0,Specialty Industrial Machinery,0.12205567451820129,9.293770136077406,9.469852674025383,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,1,22,Industrials,1.0,Aerospace & Defense,0.36363636363636365,7.7724976709974705,9.302046097748672,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,0,467,Industrials,1.0,Specialty Industrial Machinery,0.12205567451820129,9.293770136077406,9.469852674025383,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,1,22,Industrials,1.0,Aerospace & Defense,0.36363636363636365,7.7724976709974705,9.302046097748672,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,58,Industrials,1.0,Marine Shipping,0.25862068965517243,8.652029675522886,8.550984185265474,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,438,Industrials,1.0,Specialty Industrial Machinery,0.1324200913242009,9.293249399701686,9.474727637789247,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,27,Industrials,1.0,Rental & Leasing Services,0.18518518518518517,8.673481697073347,9.021094653922074,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,42,Industrials,1.0,Aerospace & Defense,0.2857142857142857,7.816835387969272,8.807178130050762,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,0,80,Industrials,1.0,Marine Shipping,0.1875,8.73255592247494,8.654258287962136,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,1,314,Industrials,1.0,Specialty Industrial Machinery,0.15605095541401273,9.373234174641166,9.690045455871578,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,2,106,Industrials,1.0,Specialty Business Services,0.10377358490566038,9.200493835015129,9.16988709038523,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,3,65,Industrials,1.0,Aerospace & Defense,0.2153846153846154,7.958597325953819,8.375090369379516,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,0,310,Industrials,1.0,Specialty Industrial Machinery,0.15161290322580645,9.465062109085853,9.714783258503779,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,1,61,Industrials,1.0,Electrical Equipment & Parts,0.19672131147540983,7.969928189428116,8.173155254598294,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,2,154,Industrials,1.0,Aerospace & Defense,0.14935064935064934,8.804844372672072,8.86108926761417,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,3,40,Industrials,1.0,Marine Shipping,0.275,8.76222234199923,8.829770552964533,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,0,262,Industrials,1.0,Specialty Industrial Machinery,0.16412213740458015,9.517451508984617,9.832542561252772,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,1,74,Industrials,1.0,Electrical Equipment & Parts,0.20270270270270271,7.979436375119067,8.175522086025044,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,2,177,Industrials,1.0,Aerospace & Defense,0.13559322033898305,8.859056596595554,8.93702619703768,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,3,52,Industrials,1.0,Marine Shipping,0.21153846153846154,8.86003683868643,8.834191981797595,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,0,373,Industrials,1.0,Specialty Industrial Machinery,0.14745308310991956,9.39620789336892,9.672002446079347,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,1,48,Industrials,1.0,Marine Shipping,0.2916666666666667,8.694196553332748,8.764630045781079,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,2,51,Industrials,1.0,Electrical Equipment & Parts,0.21568627450980393,7.825718145896211,8.236411287743966,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,3,93,Industrials,1.0,Engineering & Construction,0.10752688172043011,8.636420690852834,8.446462255688056,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,0,259,Industrials,1.0,Specialty Industrial Machinery,0.18146718146718147,9.504936171383726,9.84310852493648,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,1,44,Industrials,1.0,Marine Shipping,0.29545454545454547,8.86003683868643,8.834191981797595,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,2,83,Industrials,1.0,Electrical Equipment & Parts,0.20481927710843373,7.994638244653078,8.173155254598294,1.0
industrials_revenue_20m,Industrials companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,3,179,Industrials,1.0,Aerospace & Defense,0.11173184357541899,8.983638463434641,8.934091615673449,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,K-Means,Traditional full-assignment,K-Means|K=3,,All eligible companies,0,45,Consumer Cyclical,1.0,Residential Construction,0.3111111111111111,9.909635179150543,9.311329816586746,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,K-Means,Traditional full-assignment,K-Means|K=3,,All eligible companies,1,365,Consumer Cyclical,1.0,Auto Parts,0.11232876712328767,9.396338857049363,9.407167498291019,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,K-Means,Traditional full-assignment,K-Means|K=3,,All eligible companies,2,60,Consumer Cyclical,1.0,Auto Manufacturers,0.18333333333333332,8.280532714629576,7.946067100992192,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Agglomerative,Traditional full-assignment,Agglomerative|K=3,,All eligible companies,0,90,Consumer Cyclical,1.0,Auto Manufacturers,0.13333333333333333,8.496790178555191,7.986349620353927,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Agglomerative,Traditional full-assignment,Agglomerative|K=3,,All eligible companies,1,334,Consumer Cyclical,1.0,Auto Parts,0.11377245508982035,9.443724932901013,9.491743460924472,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Agglomerative,Traditional full-assignment,Agglomerative|K=3,,All eligible companies,2,46,Consumer Cyclical,1.0,Residential Construction,0.2826086956521739,9.914333978013714,9.220074635943808,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,0,175,Consumer Cyclical,1.0,Auto Manufacturers,0.12571428571428572,9.149665498063024,8.857711537614003,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,1,295,Consumer Cyclical,1.0,Auto Parts,0.1288135593220339,9.408024461074143,9.359170251464406,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,-1,68,Consumer Cyclical,1.0,Specialty Retail,0.20588235294117646,8.644432586987223,8.604389742413016,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,0,13,Consumer Cyclical,1.0,Auto Manufacturers,0.23076923076923078,7.741064888938513,7.696128293657984,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,1,366,Consumer Cyclical,1.0,Auto Parts,0.11202185792349727,9.39215293936722,9.394144682954241,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,2,23,Consumer Cyclical,1.0,Residential Construction,0.4782608695652174,9.953650403888089,9.488097857637014,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,0,13,Consumer Cyclical,1.0,Auto Manufacturers,0.23076923076923078,7.741064888938513,7.696128293657984,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,1,366,Consumer Cyclical,1.0,Auto Parts,0.11202185792349727,9.39215293936722,9.394144682954241,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,2,23,Consumer Cyclical,1.0,Residential Construction,0.4782608695652174,9.953650403888089,9.488097857637014,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,-1,81,Consumer Cyclical,1.0,Specialty Retail,0.18518518518518517,8.584428477345973,8.35225789737057,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,0,366,Consumer Cyclical,1.0,Auto Parts,0.11202185792349727,9.39215293936722,9.394144682954241,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,1,23,Consumer Cyclical,1.0,Residential Construction,0.4782608695652174,9.953650403888089,9.488097857637014,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,0,366,Consumer Cyclical,1.0,Auto Parts,0.11202185792349727,9.39215293936722,9.394144682954241,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,1,23,Consumer Cyclical,1.0,Residential Construction,0.4782608695652174,9.953650403888089,9.488097857637014,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,-1,81,Consumer Cyclical,1.0,Specialty Retail,0.18518518518518517,8.584428477345973,8.35225789737057,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,0,366,Consumer Cyclical,1.0,Auto Parts,0.11202185792349727,9.39215293936722,9.394144682954241,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,1,23,Consumer Cyclical,1.0,Residential Construction,0.4782608695652174,9.953650403888089,9.488097857637014,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,0,366,Consumer Cyclical,1.0,Auto Parts,0.11202185792349727,9.39215293936722,9.394144682954241,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,1,23,Consumer Cyclical,1.0,Residential Construction,0.4782608695652174,9.953650403888089,9.488097857637014,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,0,279,Consumer Cyclical,1.0,Restaurants,0.12544802867383512,9.476433801810014,9.537738345550798,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,1,42,Consumer Cyclical,1.0,Residential Construction,0.2857142857142857,9.905124633232221,9.220074635943808,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,2,114,Consumer Cyclical,1.0,Specialty Retail,0.14035087719298245,8.837657008601889,8.419560208783926,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,3,35,Consumer Cyclical,1.0,Auto Manufacturers,0.2571428571428571,8.097392680158706,7.963867428116965,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,0,233,Consumer Cyclical,1.0,Restaurants,0.13304721030042918,9.54203875389005,9.603143970599767,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,1,46,Consumer Cyclical,1.0,Residential Construction,0.2826086956521739,9.847767548601086,9.103458087909416,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,2,135,Consumer Cyclical,1.0,Apparel Retail,0.11851851851851852,9.05511981864988,8.684595451983368,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,3,56,Consumer Cyclical,1.0,Auto Manufacturers,0.17857142857142858,8.306813534279538,7.975898221065892,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,0,197,Consumer Cyclical,1.0,Auto Parts,0.15228426395939088,9.47287341524356,9.591321611919515,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,1,34,Consumer Cyclical,1.0,Auto Manufacturers,0.23529411764705882,8.09329375517472,7.7344727294686475,1.0
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,2,180,Consumer Cyclical,1.0,Restaurants,0.16111111111111112,9.20506017544269,8.989824713189769,1.0
