Experiment Phase,Preprocessing Version,Scenario ID,Scenario Name,Candidate Role,Candidate ID,Method,Sampling Seed,N Shared Companies,N Evaluated Companies,Alignment Accuracy,Matched Company Count,Reference Cluster Count,Resampled Cluster Count,Matched Cluster Count,Unmatched Reference Cluster Count,Unmatched Resampled Cluster Count,Reference Noise Share,Resampled Noise Share
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10002,355,355,0.9943661971830986,353,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10003,355,355,0.971830985915493,345,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10004,355,355,0.9971830985915493,354,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10005,355,355,0.9971830985915493,354,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10006,355,355,0.9859154929577465,350,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10007,355,355,0.9971830985915493,354,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10008,355,355,0.9887323943661972,351,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10009,355,355,0.9661971830985916,343,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10010,355,355,0.9971830985915493,354,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10011,355,355,0.9971830985915493,354,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10012,355,355,0.9690140845070423,344,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10013,355,355,0.9887323943661972,351,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10014,355,355,0.9971830985915493,354,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10015,355,355,0.9746478873239437,346,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10016,355,355,0.9690140845070423,344,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10017,355,355,0.9295774647887324,330,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10018,355,355,0.9549295774647887,339,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10019,355,355,0.9830985915492958,349,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10000,355,355,0.9943661971830986,353,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10001,355,355,0.9830985915492958,349,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10002,355,355,0.9943661971830986,353,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10003,355,355,0.9943661971830986,353,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10004,355,355,1.0,355,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10005,355,355,1.0,355,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10006,355,355,0.9971830985915493,354,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10007,355,355,0.9915492957746479,352,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10008,355,355,0.9830985915492958,349,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10009,355,355,0.9971830985915493,354,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10010,355,355,0.9971830985915493,354,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10011,355,355,0.9943661971830986,353,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10012,355,355,1.0,355,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10013,355,355,0.9943661971830986,353,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10014,355,355,0.9943661971830986,353,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10015,355,355,1.0,355,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10016,355,355,0.9943661971830986,353,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10017,355,355,1.0,355,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10018,355,355,0.9830985915492958,349,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10019,355,355,1.0,355,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10000,355,355,0.8873239436619719,315,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10001,355,355,0.9943661971830986,353,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10002,355,355,0.856338028169014,304,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10003,355,355,0.8929577464788733,317,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10004,355,355,0.9211267605633803,327,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10005,355,355,0.8676056338028169,308,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10006,355,355,0.9887323943661972,351,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10007,355,355,0.8760563380281691,311,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10008,355,355,0.9211267605633803,327,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10009,355,355,0.9577464788732394,340,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10010,355,355,0.9126760563380282,324,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10011,355,355,0.9915492957746479,352,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10012,355,355,0.9267605633802817,329,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10013,355,355,0.952112676056338,338,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10014,355,355,0.8816901408450705,313,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10015,355,355,0.9436619718309859,335,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10016,355,355,0.9802816901408451,348,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10017,355,355,0.9633802816901409,342,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10018,355,355,0.9690140845070423,344,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10019,355,355,0.9098591549295775,323,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10000,355,303,1.0,303,3,3,3,0,0,0.1323943661971831,0.12394366197183099
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10001,355,299,1.0,299,3,3,3,0,0,0.14366197183098592,0.14366197183098592
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10002,355,297,0.9966329966329966,296,3,3,3,0,0,0.1323943661971831,0.15492957746478872
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10003,355,302,1.0,302,3,3,3,0,0,0.12112676056338029,0.14366197183098592
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10004,355,303,1.0,303,3,3,3,0,0,0.13802816901408452,0.11830985915492957
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10005,355,297,0.9966329966329966,296,3,3,3,0,0,0.1295774647887324,0.15211267605633802
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10006,355,303,1.0,303,3,3,3,0,0,0.1352112676056338,0.1352112676056338
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10007,355,295,1.0,295,3,3,3,0,0,0.1352112676056338,0.15492957746478872
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10008,355,305,1.0,305,3,3,3,0,0,0.1323943661971831,0.11830985915492957
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10009,355,289,1.0,289,3,3,3,0,0,0.1323943661971831,0.18591549295774648
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10010,355,296,1.0,296,3,3,3,0,0,0.1295774647887324,0.16619718309859155
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10011,355,295,1.0,295,3,3,3,0,0,0.13802816901408452,0.16619718309859155
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10012,355,297,0.9831649831649831,292,3,3,3,0,0,0.13802816901408452,0.16056338028169015
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10013,355,304,1.0,304,3,3,3,0,0,0.14084507042253522,0.08450704225352113
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10014,355,305,1.0,305,3,3,3,0,0,0.1323943661971831,0.10704225352112676
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10015,355,300,1.0,300,2,2,2,0,0,0.12112676056338029,0.14084507042253522
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10016,355,298,0.9798657718120806,292,3,3,3,0,0,0.14084507042253522,0.14647887323943662
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10017,355,291,1.0,291,3,3,3,0,0,0.1295774647887324,0.17746478873239438
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10018,355,294,0.9829931972789115,289,3,3,3,0,0,0.15211267605633802,0.15492957746478872
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10019,355,290,1.0,290,3,3,3,0,0,0.1323943661971831,0.18028169014084508
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10000,355,268,1.0,268,2,2,2,0,0,0.24225352112676057,0.17464788732394365
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10001,355,0,,0,0,0,0,0,0,0.2535211267605634,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10002,355,259,0.9961389961389961,258,2,2,2,0,0,0.2591549295774648,0.23098591549295774
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10003,355,254,0.9960629921259843,253,2,2,2,0,0,0.24507042253521127,0.2704225352112676
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10004,355,252,1.0,252,2,2,2,0,0,0.2647887323943662,0.22535211267605634
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10005,355,256,1.0,256,2,2,2,0,0,0.24788732394366197,0.22816901408450704
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10006,355,264,1.0,264,2,2,2,0,0,0.2507042253521127,0.19436619718309858
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10007,355,258,1.0,258,2,2,2,0,0,0.24507042253521127,0.22535211267605634
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10008,355,253,1.0,253,2,2,2,0,0,0.2619718309859155,0.19718309859154928
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10009,355,248,0.9959677419354839,247,2,2,2,0,0,0.23943661971830985,0.29859154929577464
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10010,355,248,1.0,248,2,2,2,0,0,0.2507042253521127,0.29859154929577464
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10011,355,251,0.9960159362549801,250,2,2,2,0,0,0.2619718309859155,0.2563380281690141
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10012,355,255,0.996078431372549,254,2,2,2,0,0,0.24788732394366197,0.22535211267605634
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10013,355,256,1.0,256,2,2,2,0,0,0.2535211267605634,0.2028169014084507
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10014,355,256,1.0,256,2,2,2,0,0,0.2507042253521127,0.22816901408450704
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10015,355,261,0.9961685823754789,260,2,2,2,0,0,0.23380281690140844,0.2056338028169014
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10016,355,254,1.0,254,2,2,2,0,0,0.2676056338028169,0.2084507042253521
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10017,355,261,0.9540229885057471,249,2,3,2,0,1,0.24788732394366197,0.24225352112676057
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10018,355,256,1.0,256,2,2,2,0,0,0.2591549295774648,0.21971830985915494
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10019,355,253,1.0,253,2,2,2,0,0,0.2563380281690141,0.22253521126760564
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=10,HDBSCAN,10000,355,261,1.0,261,2,2,2,0,0,0.2591549295774648,0.16338028169014085
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=10,HDBSCAN,10001,355,0,,0,0,0,0,0,0,0.27323943661971833,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=10,HDBSCAN,10002,355,257,0.9961089494163424,256,2,2,2,0,0,0.27323943661971833,0.2084507042253521
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=10,HDBSCAN,10003,355,253,0.9960474308300395,252,2,2,2,0,0,0.2619718309859155,0.28169014084507044
