Experiment Phase,Preprocessing Version,Scenario ID,Scenario Name,Candidate Role,Candidate ID,Method,Sampling Seed,N Shared Companies,N Evaluated Companies,Alignment Accuracy,Matched Company Count,Reference Cluster Count,Resampled Cluster Count,Matched Cluster Count,Unmatched Reference Cluster Count,Unmatched Resampled Cluster Count,Reference Noise Share,Resampled Noise Share
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10007,452,384,0.96875,372,2,3,2,0,1,0.12389380530973451,0.12831858407079647
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10008,453,388,1.0,388,2,2,2,0,0,0.141280353200883,0.10596026490066225
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10009,452,50,0.7,35,1,2,1,0,1,0.14601769911504425,0.8893805309734514
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10010,452,391,0.9974424552429667,390,2,2,2,0,0,0.13053097345132744,0.08185840707964602
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10011,453,0,,0,0,0,0,0,0,0.1434878587196468,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10012,454,44,0.5681818181818182,25,1,2,1,0,1,0.13215859030837004,0.9030837004405287
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10013,452,365,0.9945205479452055,363,2,2,2,0,0,0.13495575221238937,0.18805309734513273
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10014,452,38,0.5263157894736842,20,1,2,1,0,1,0.13495575221238937,0.915929203539823
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10015,452,381,1.0,381,2,2,2,0,0,0.14823008849557523,0.13495575221238937
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10016,452,366,1.0,366,2,2,2,0,0,0.13274336283185842,0.18584070796460178
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10017,452,390,0.9974358974358974,389,2,2,2,0,0,0.13053097345132744,0.11061946902654868
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10018,452,385,0.9662337662337662,372,2,3,2,0,1,0.1415929203539823,0.11946902654867257
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10019,453,391,1.0,391,2,2,2,0,0,0.13245033112582782,0.11037527593818984
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10000,376,376,0.949468085106383,357,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10001,376,376,0.9893617021276596,372,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10002,376,376,0.9946808510638298,374,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10003,376,376,1.0,376,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10004,376,376,0.9867021276595744,371,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10005,376,376,1.0,376,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10006,376,376,0.9920212765957447,373,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10007,376,376,0.9920212765957447,373,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10008,376,376,0.9920212765957447,373,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10009,376,376,0.9414893617021277,354,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10010,376,376,0.9867021276595744,371,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10011,376,376,0.9920212765957447,373,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10012,376,376,0.9867021276595744,371,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10013,376,376,0.9521276595744681,358,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10014,376,376,0.9095744680851063,342,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10015,376,376,0.9867021276595744,371,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10016,376,376,0.9893617021276596,372,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10017,376,376,0.9920212765957447,373,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10018,376,376,0.9867021276595744,371,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|K-Means,K-Means,10019,376,376,0.9680851063829787,364,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,376,376,0.9095744680851063,342,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10001,376,376,0.9122340425531915,343,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10002,376,376,0.9175531914893617,345,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10003,376,376,0.8882978723404256,334,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10004,376,376,0.8803191489361702,331,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10005,376,376,0.8936170212765957,336,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10006,376,376,0.8909574468085106,335,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10007,376,376,0.9680851063829787,364,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10008,376,376,0.8590425531914894,323,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10009,376,376,0.8457446808510638,318,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10010,376,376,0.9069148936170213,341,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10011,376,376,0.8776595744680851,330,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10012,376,376,0.8617021276595744,324,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10013,376,376,0.9335106382978723,351,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10014,376,376,0.9388297872340425,353,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10015,376,376,0.8936170212765957,336,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10016,376,376,0.8590425531914894,323,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10017,376,376,0.9707446808510638,365,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10018,376,376,0.9574468085106383,360,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10019,376,376,0.898936170212766,338,3,3,3,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10000,376,376,0.8111702127659575,305,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10001,376,376,0.8537234042553191,321,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10002,376,376,0.9867021276595744,371,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10003,376,376,0.776595744680851,292,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10004,376,376,0.848404255319149,319,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10005,376,376,0.9893617021276596,372,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10006,376,376,0.8404255319148937,316,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10007,376,376,0.8377659574468085,315,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10008,376,376,0.976063829787234,367,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10009,376,376,0.9601063829787234,361,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10010,376,376,0.8457446808510638,318,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10011,376,376,0.9787234042553191,368,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10012,376,376,0.976063829787234,367,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10013,376,376,0.9654255319148937,363,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10014,376,376,0.901595744680851,339,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10015,376,376,0.8377659574468085,315,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10016,376,376,0.9867021276595744,371,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10017,376,376,0.8670212765957447,326,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10018,376,376,0.8590425531914894,323,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10019,376,376,0.973404255319149,366,2,2,2,0,0,0.0,0.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10000,376,300,0.9966666666666667,299,2,2,2,0,0,0.14361702127659576,0.20212765957446807
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10001,376,315,0.9968253968253968,314,3,3,3,0,0,0.14361702127659576,0.15425531914893617
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10002,376,319,0.9749216300940439,311,3,3,3,0,0,0.14893617021276595,0.09840425531914894
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10003,376,309,0.9676375404530745,299,3,4,3,0,1,0.14627659574468085,0.1675531914893617
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10004,376,309,1.0,309,3,3,3,0,0,0.14893617021276595,0.17553191489361702
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10005,376,305,1.0,305,3,3,3,0,0,0.15425531914893617,0.17553191489361702
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10006,376,317,1.0,317,3,3,3,0,0,0.15691489361702127,0.1276595744680851
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10007,376,317,0.9968454258675079,316,3,3,3,0,0,0.14893617021276595,0.13829787234042554
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10008,376,321,0.9968847352024922,320,3,3,3,0,0,0.14361702127659576,0.12234042553191489
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10009,376,323,0.978328173374613,316,3,2,2,1,0,0.11436170212765957,0.1356382978723404
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10010,376,311,0.9967845659163987,310,3,3,3,0,0,0.14893617021276595,0.16489361702127658
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10011,376,319,1.0,319,3,3,3,0,0,0.15159574468085107,0.11702127659574468
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10012,376,319,0.9968652037617555,318,3,3,3,0,0,0.13829787234042554,0.13297872340425532
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10013,376,325,0.9784615384615385,318,3,2,2,1,0,0.13297872340425532,0.10638297872340426
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10014,376,316,0.9841772151898734,311,3,2,2,1,0,0.13297872340425532,0.15159574468085107
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10015,376,318,0.9748427672955975,310,3,2,2,1,0,0.14361702127659576,0.13297872340425532
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10016,376,313,0.9968051118210862,312,3,3,3,0,0,0.15691489361702127,0.15425531914893617
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10017,376,317,1.0,317,3,3,3,0,0,0.15159574468085107,0.12234042553191489
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10018,376,314,1.0,314,3,3,3,0,0,0.15159574468085107,0.14893617021276595
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10019,376,319,0.9717868338557993,310,3,2,2,1,0,0.14627659574468085,0.1196808510638298
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10000,376,0,,0,0,0,0,0,0,0.1622340425531915,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10001,376,0,,0,0,0,0,0,0,0.17287234042553193,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10002,376,0,,0,0,0,0,0,0,0.18351063829787234,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=5,HDBSCAN,10003,376,0,,0,0,0,0,0,0,0.17287234042553193,1.0
