Scenario ID,Scenario Name,Candidate Role,Candidate ID,Method,Sampling Seed,Reference Cluster,Resampled Cluster,KPI,Raw Median,Cohort Raw Median,Raw Difference from Cohort Median,Imputed Median,Model-Space Median,Observed Company Count,Cluster Company Count,Imputation Share,Reference Raw Median,Reference Raw Difference from Cohort Median,Reference Imputed Median,Reference Model-Space Median
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,0,0,EBITDA Margin,0.11512302067095578,0.09143486642798128,0.023688154242974505,0.11512302067095578,0.10769138925622454,408,408,0.0,0.11062472073309143,0.017584885764038466,0.11006149882850273,0.07561860419338215
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,0,0,Return on Assets,0.029183697930719947,0.01982225105588101,0.009361446874838936,0.029183697930719947,0.07239010451859712,408,408,0.0,0.02669341791151724,0.008345448359922788,0.02669341791151724,0.06524128775273974
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,0,0,Asset Turnover,0.633867197698933,0.611027860039577,0.022839337659355974,0.633867197698933,0.04654799828278908,408,408,0.0,0.6362428265097018,0.02477997241291574,0.6362428265097018,0.047466740671680274
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,0,0,Revenue per Employee,390092.8799486961,384577.56148222,5515.318466476107,384577.56148222,0.0,394,408,0.03431372549019608,393644.5868945869,15035.397705397743,378609.1891891892,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,0,0,Current Ratio,1.8154141741345944,1.8318118140545008,-0.016397639919906393,1.8184975450300447,-0.00834659060087357,407,408,0.0024509803921568627,1.7470992502684448,-0.037581139621788884,1.7479266181076698,-0.02263508090124209
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,0,0,Debt Ratio,0.19444809160390553,0.17963634395800637,0.014811747645899154,0.1854500554015071,0.019737127508479856,398,408,0.024509803921568627,0.1854500554015071,0.004417982611387261,0.18152402523863453,0.0016538025042914552
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,0,0,Free Cash Flow Margin,0.11635386098619996,0.08888158414424774,0.02747227684195222,0.11593535290887583,0.1374199282081956,407,408,0.0024509803921568627,0.10715248264973622,0.018270898505488478,0.10640047012634646,0.08694135979586923
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,0,0,Operating Cash Flow Margin,0.1626975005192827,0.13943746271177948,0.023260037807503214,0.16111540836719834,0.10648785321988286,405,408,0.007352941176470588,0.16036276890869847,0.020340403362352294,0.1595957469207285,0.09439217335858797
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,1,1,EBITDA Margin,-0.404941154692317,0.09143486642798128,-0.49637602112029827,-0.404941154692317,-2.256631004662423,61,61,0.0,-0.5662247444431445,-0.6592645794121975,-0.5662247444431445,-2.9287775684520554
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,1,1,Return on Assets,-0.24607653074094207,0.01982225105588101,-0.2658987817968231,-0.24607653074094207,-2.056139490293357,61,61,0.0,-0.2340771259551095,-0.25242509550670394,-0.2340771259551095,-1.9733557241876034
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,1,1,Asset Turnover,0.43639176823480275,0.611027860039577,-0.17463609180477424,0.43639176823480275,-0.35591927501066023,61,61,0.0,0.3802845216130474,-0.23117833248373865,0.3802845216130474,-0.44282865913109903
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,1,1,Revenue per Employee,360273.0,384577.56148222,-24304.561482220015,364999.6736842105,-0.0558233620989755,56,61,0.08196721311475409,220504.31778929188,-158104.8713998973,258420.7252000582,-0.34049827783990483
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,10000,1,1,Current Ratio,2.1453234010617894,1.8318118140545008,0.31351158700728865,2.1453234010617894,0.19653747874355348,61,61,0.0,2.462675288319787,0.6779948984295534,2.462675288319787,0.41754814900011894
