Experiment Phase,Preprocessing Version,Scenario ID,Scenario Name,N Companies,Selected K,Confounder Design Columns,Mean KPI Variance Explained by Confounders,Maximum KPI Variance Explained by Confounders,Original vs Adjusted Assignment ARI,Original Common-Space Silhouette,Adjusted Residual-Space Silhouette,Original Revenue Epsilon-Squared,Adjusted Revenue Epsilon-Squared,Original MarketCap Epsilon-Squared,Adjusted MarketCap Epsilon-Squared,Original Sector Cramer's V,Adjusted Sector Cramer's V,Industry Cramer's V,Industry Adjusted Mutual Information,Industry Sparse Expected-Cell Share,Sector Cramer's V,Sector Adjusted Mutual Information,Original Revenue Epsilon-Squared Check,Original MarketCap Epsilon-Squared Check
Canonical confounding sensitivity,scenario_pipeline_v3_economic_validity,technology_revenue_25m,Technology companies with revenue >= $25M,587,2,"Log10 Revenue, Log10 MarketCap",0.16702843890840496,0.25310171766734435,0.5728983012880376,0.3906215619200193,0.3709320121148675,0.19039971553269716,0.011603118978457144,0.1051262442508889,0.0,,,0.03184542279287646,0.0011002683135235914,0.16666666666666666,,,0.19039971553269716,0.1051262442508889
Canonical confounding sensitivity,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,444,2,"Log10 Revenue, Log10 MarketCap",0.2021631029771104,0.3358623332193347,0.6565303050158847,0.47250100499989534,0.322007491803346,0.24236090830203624,0.05476431233205866,0.04126161177122396,0.010012136036590468,,,0.4190516209606998,0.07041752420568426,0.22727272727272727,,,0.24236090830203624,0.04126161177122396
Canonical confounding sensitivity,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,565,3,"Log10 Revenue, Log10 MarketCap",0.16851684811833528,0.22880893473494723,0.6888811290457846,0.5027037840163403,0.3418166207893822,0.1825948835967158,0.02100470835095417,0.09761095977764603,0.028038488602921505,,,0.29281586090276424,0.03901400931770762,0.6266666666666667,,,0.1825948835967158,0.09761095977764603
Canonical confounding sensitivity,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,470,3,"Log10 Revenue, Log10 MarketCap",0.17596434729336907,0.3383213446520533,0.6437908840927317,0.42797017190429887,0.34396853557587787,0.1630945706228413,0.03215185004294467,0.12002136254782282,0.012480522575088844,,,0.39398933959405297,0.059852692282765074,0.6666666666666666,,,0.1630945706228413,0.12002136254782282
Canonical confounding sensitivity,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,1651,2,"Log10 Revenue, Log10 MarketCap, Sector_Communication Services, Sector_Consumer Cyclical, Sector_Consumer Defensive, Sector_Energy, Sector_Healthcare, Sector_Industrials, Sector_Real Estate, Sector_Technology, Sector_Utilities",0.24537708635243388,0.3812674765575622,0.8248991891046747,0.5759981888852486,0.4684195399213771,0.0188186286497189,0.012898405098766268,0.0,0.0,0.3830088339901351,0.2615002893322072,0.5305853792416673,0.036688127886442407,0.6181102362204725,0.3830088339901351,0.040812034238075987,0.0188186286497189,0.0
