Experiment Phase,Preprocessing Version,Scenario ID,Scenario Name,Sector Filter,Revenue Minimum,Revenue Maximum,N Companies,Model,K,Native Evaluation Space,Common Evaluation Space,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Score,Common-Space Silhouette Score,Common-Space Davies-Bouldin Index,Common-Space Calinski-Harabasz Score,Evaluation Coverage,Inertia,AIC,BIC,Noise Share,Min Cluster Size,Min Samples
Canonical cross-cohort robustness,scenario_pipeline_v2,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Consumer Cyclical,20000000,inf,470,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.42803478855620386,0.8202632591198763,74.37433996633963,0.42803478855620386,0.8202632591198763,74.37433996633963,0.8276595744680851,,,,0.17234042553191486,15.0,5.0
Canonical cross-cohort robustness,scenario_pipeline_v2,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Healthcare,50000000,inf,443,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.6213403501731359,0.42990512213162474,238.82017802978626,0.6213403501731359,0.42990512213162474,238.82017802978626,0.8036117381489842,,,,0.19638826185101577,15.0,10.0
Canonical cross-cohort robustness,scenario_pipeline_v2,industrials_revenue_20m,Industrials companies with revenue >= $20M,Industrials,20000000,inf,565,HDBSCAN,3,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.5560792698695759,0.5106062233629899,99.91150006642309,0.5560792698695759,0.5106062233629899,99.91150006642309,0.8247787610619469,,,,0.17522123893805308,10.0,10.0
Canonical cross-cohort robustness,scenario_pipeline_v2,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,"Technology, Healthcare, Industrials, Consumer Cyclical, Consumer Defensive, Energy, Utilities, Basic Materials, Communication Services, Real Estate",1000000000,inf,1649,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.5789987826948229,0.5966077752079558,499.07008956438915,0.5789987826948229,0.5966077752079558,499.07008956438915,0.9047907822922984,,,,0.09520921770770163,25.0,5.0
Canonical cross-cohort robustness,scenario_pipeline_v2,technology_revenue_25m,Technology companies with revenue >= $25M,Technology,25000000,inf,587,HDBSCAN,2,Scenario-specific scaled KPI-8,Scenario-specific scaled KPI-8,0.36348489579909915,0.7653993351324769,32.0737146640882,0.36348489579909915,0.7653993351324769,32.0737146640882,0.7887563884156729,,,,0.21124361158432714,10.0,5.0
