Scenario ID,Scenario Name,Candidate Role,Candidate ID,Method,Reference Cluster,KPI,Reference Raw Median,Median Resampled Raw Median,Empirical 10th Percentile Raw Median,Empirical 90th Percentile Raw Median,Minimum Raw Median,Maximum Raw Median,Reference Difference from Cohort Median,Median Resampled Difference from Cohort Median,Empirical 10th Percentile Difference,Empirical 90th Percentile Difference,Directional Consistency,Median Model-Space Profile,Empirical 10th Percentile Model-Space Profile,Empirical 90th Percentile Model-Space Profile,Mean Imputation Share,Maximum Imputation Share,Aligned Run Count,Expected Run Count
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,1,Return on Assets,-0.2340771259551095,-0.23368680177993043,-0.28300549589495716,-0.20172628369211273,-0.3376009525086294,-0.15797568836769388,-0.25242509550670394,-0.2534871959672531,-0.30282016793907723,-0.2210070772945491,1.0,-1.9883439739175466,-2.3776072869650116,-1.688307374867591,0.0,0.0,20,20
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Agglomerative,Agglomerative,1,Revenue per Employee,220504.31778929188,307045.99034884374,219993.8787932504,344665.1886600324,208468.471197444,360273.0,-158104.8713998973,-71020.06057082306,-155385.0051633953,-35153.19619052675,1.0,-0.14207450295703222,-0.3507601810523028,-0.0437165556462825,0.09889198566946898,0.1282051282051282,20,20
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,0,Asset Turnover,0.5088058168742835,0.5094238110638287,0.4728571345584913,0.5222638668151973,0.45954127294534836,0.5232397021678652,-0.10265703722250252,-0.10246307072026173,-0.13548641697958883,-0.09091274574668112,1.0,-0.1960896051948929,-0.2797739968040398,-0.17572935177047205,0.0,0.0,20,20
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,0,Current Ratio,2.1453234010617894,2.0277143719893447,1.8108882998397462,2.5179849834119086,1.7287331835859874,2.5748550279263758,0.3606430111715557,0.2561919923381597,0.041318483942202215,0.6656435053530468,0.95,0.16250696863099287,0.02431270016389101,0.3917295867066239,0.0008952946852864819,0.006289308176100629,20,20
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,0,Debt Ratio,0.1455342256401923,0.14668757715671646,0.1200731784733918,0.16758906488402875,0.09815823740556162,0.18541820230299444,-0.03549784714992754,-0.02853176279453659,-0.05877687615582855,-0.008863759531641204,0.95,-0.07246859964551884,-0.16235550696017642,-0.011786713537886375,0.021606892738630566,0.03225806451612903,20,20
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,0,EBITDA Margin,0.0319757567803403,0.01585870826261675,-0.04497564098162985,0.06492401215805471,-0.14432035190003584,0.06671556199321323,-0.061064078188712664,-0.07496251054332029,-0.13586556898620833,-0.02718546347674083,1.0,-0.3077202773022839,-0.5778200408535755,-0.11999445026025199,0.004374770796598318,0.007575757575757576,20,20
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,0,Free Cash Flow Margin,-0.005370953973682374,-0.019924672238556148,-0.051868238029135885,0.008737160848204048,-0.11614845830322121,0.010909329181288476,-0.09425253811793011,-0.11252581865202935,-0.14129058626370458,-0.08373161812062607,1.0,-0.5471627174616925,-0.6934621209239774,-0.437002158335813,0.005914537908354065,0.007575757575757576,20,20
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,0,Operating Cash Flow Margin,0.07170940652189199,0.04618397370374404,0.019822893149690688,0.09895489490213503,-0.03104914228507534,0.1082233003292574,-0.06831295902445418,-0.09862646485848975,-0.11306640793903092,-0.0428171951165631,1.0,-0.43863889860772926,-0.5282994778948487,-0.17342977495168438,0.014873404889003563,0.01935483870967742,20,20
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,0,Return on Assets,-0.0203524404473875,-0.025514227593262176,-0.04349838666345874,0.012680475240721764,-0.15797568836769388,0.015223480696626476,-0.03870040999898196,-0.04366381966316762,-0.060807629201311574,-0.005156489857004567,1.0,-0.3413394774491151,-0.4755009935522669,-0.04056976900729423,0.0,0.0,20,20
technology_revenue_25m,Technology companies with revenue >= $25M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,0,Revenue per Employee,620516.780185419,622757.9746613179,427185.7656454264,706630.1582333075,364604.27310729213,740725.6235827664,241907.59099622985,244262.27640151823,56257.70352696438,327737.99299417646,0.95,0.5312972224983938,0.0,0.870240915927266,0.0665018417855352,0.11363636363636363,20,20
