Experiment Phase,Preprocessing Version,Scenario ID,Scenario Name,N Companies,N Features,Mean Hopkins Statistic,Std Hopkins Statistic,Hopkins 5th Percentile,Hopkins 95th Percentile,Observed Selected K,Observed Best Silhouette,Null Mean Best Silhouette,Null Std Best Silhouette,Null 95th Percentile Best Silhouette,Observed Minus Null Mean,Standardised Observed-Null Gap,Empirical Tail Probability,Null Replicates,K-Means Initialisations per K
Canonical cluster-tendency diagnostics,scenario_pipeline_v3_economic_validity,technology_revenue_25m,Technology companies with revenue >= $25M,587,8,0.9610200972652595,0.05290759163459288,0.856756584116837,0.9984585193434634,2,0.3906215619200193,0.29337143394106824,0.007270481636270087,0.30375264759612547,0.09725012797895105,13.376022778711324,0.0196078431372549,50,10
Canonical cluster-tendency diagnostics,scenario_pipeline_v3_economic_validity,healthcare_revenue_50m,Healthcare companies with revenue >= $50M,444,8,0.995225640163357,0.004826961838817905,0.9862702249103693,0.9997584085602661,2,0.47250100499989534,0.24879598534574165,0.007114757579113197,0.26067063797273093,0.22370501965415368,31.442395213982387,0.0196078431372549,50,10
Canonical cluster-tendency diagnostics,scenario_pipeline_v3_economic_validity,industrials_revenue_20m,Industrials companies with revenue >= $20M,565,8,0.958213155271089,0.05483018418520509,0.8292884514108121,0.9992152962337129,3,0.5027037840163403,0.42465497706939126,0.006813733752079014,0.43591912031004043,0.07804880694694905,11.454631159184155,0.0196078431372549,50,10
Canonical cluster-tendency diagnostics,scenario_pipeline_v3_economic_validity,consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,470,8,0.9887856682615721,0.01614701393288956,0.9539620114534516,0.9987091348056921,3,0.42797017190429887,0.33572350318056626,0.010179797388874414,0.3540413730008818,0.0922466687237326,9.061739168261813,0.0196078431372549,50,10
Canonical cluster-tendency diagnostics,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,1651,8,0.9867649758844587,0.008140850387668423,0.9762933276611173,0.9966869490672182,2,0.5759981888852486,0.5559153003691825,0.0010302628334111063,0.5577311290711836,0.0200828885160661,19.49297583566466,0.0196078431372549,50,10
