Scenario ID,Scenario Name,Method,Method Type,Solution ID,Seed,Population,Variable,Bias-Corrected Cramer's V,Adjusted Mutual Information,Chi-Square P-Value,Contingency Rows,Contingency Columns,Expected Cells Below 5 Share,N Evaluated,Benjamini-Hochberg Adjusted P-Value
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Agglomerative,Traditional full-assignment,Agglomerative|K=3,,All eligible companies,Industry,0.3696563273409321,0.05675567364154801,4.869072505156711e-17,3,23,0.6231884057971014,470,7.277982060339505e-17
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,Sector,,,,2,1,,470,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,Industry,0.40292204102610124,0.0516149880559359,1.3356924363192871e-11,2,23,0.2608695652173913,470,1.5675068260937088e-11
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,Sector,,,,4,1,,470,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,Industry,0.335854323190607,0.05438696603149059,4.281087925315249e-19,4,23,0.75,470,6.754605393275171e-19
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,Sector,,,,3,1,,402,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,Industry,0.43324516232333604,0.04799062713870383,8.82677744540335e-21,3,23,0.7101449275362319,402,1.4921457110086613e-20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,Sector,,,,3,1,,470,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,Industry,0.4169050093705041,0.057022869146373514,6.188653937951198e-23,3,23,0.6376811594202898,470,1.0849245175173705e-22
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,Sector,,,,2,1,,389,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,Industry,0.6140429495851059,0.051091739427414094,1.5465611161044268e-24,2,23,0.5652173913043478,389,2.8155343395747254e-24
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,Sector,,,,3,1,,470,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,Industry,0.4169050093705041,0.057022869146373514,6.188653937951198e-23,3,23,0.6376811594202898,470,1.0849245175173705e-22
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,Sector,,,,2,1,,389,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,Industry,0.6140429495851059,0.051091739427414094,1.5465611161044268e-24,2,23,0.5652173913043478,389,2.8155343395747254e-24
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,Sector,,,,4,1,,470,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,Industry,0.32764056599778296,0.061826318833406335,6.514038933289337e-18,4,23,0.6739130434782609,470,1.0054277483990063e-17
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,Sector,,,,4,1,,470,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,Industry,0.34577532785382975,0.06927465939421386,1.3893277469585276e-20,4,23,0.6304347826086957,470,2.320994589036599e-20
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,Sector,,,,4,1,,470,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,Industry,0.3227001451293826,0.06602027803386219,3.184906498585661e-17,4,23,0.6413043478260869,470,4.8629755139695035e-17
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,Sector,,,,4,1,,470,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,Industry,0.28428190194865693,0.055691653775572746,2.02254701618439e-12,4,23,0.6304347826086957,470,2.433912511001554e-12
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,Sector,,,,4,1,,470,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,Industry,0.30800154131033713,0.059010859205241684,2.8631176421151324e-15,4,23,0.6739130434782609,470,4.235028178961967e-15
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,Sector,,,,4,1,,470,
consumer_cyclical_revenue_20m,Consumer Cyclical companies with revenue >= $20M,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,Industry,0.3060661662254715,0.057427341120756197,5.050301803743169e-15,4,23,0.6739130434782609,470,7.393225320943609e-15
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Agglomerative,Traditional full-assignment,Agglomerative|K=2,,All eligible companies,Sector,0.3230343667028309,0.028975941582919853,2.8661417851192764e-34,2,10,0.05,1651,5.5752347053005096e-34
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Agglomerative,Traditional full-assignment,Agglomerative|K=2,,All eligible companies,Industry,0.5191021524353947,0.029096025879703884,8.241392439465056e-58,2,127,0.6259842519685039,1651,2.786375539057233e-57
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,K-Means,Traditional full-assignment,K-Means|K=2,,All eligible companies,Sector,0.3830088339901351,0.040812034238075987,5.978109320810684e-49,2,10,0.0,1651,1.9292989171707204e-48
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,K-Means,Traditional full-assignment,K-Means|K=2,,All eligible companies,Industry,0.5305853792416673,0.036688127886442407,3.2780218478413454e-61,2,127,0.6181102362204725,1651,1.3299402925527746e-60
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,Sector,0.44503232413568616,0.07308327118833782,6.521497903464078e-67,2,10,0.0,1651,4.2093304649631776e-66
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Gaussian Mixture,Traditional full-assignment,Gaussian Mixture|K=2,,All eligible companies,Industry,0.6046336710493456,0.08704678150784027,1.1378166311965822e-85,2,127,0.515748031496063,1651,1.7952217958879407e-84
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,Sector,0.2700840426814162,0.03659513381542288,1.4575713320295226e-44,3,10,0.16666666666666666,1651,3.695984449074861e-44
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,All companies including noise,Industry,0.4273650816719663,0.03626192939389571,1.4374177315009447e-66,3,127,0.7480314960629921,1651,7.850512225889775e-66
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,Sector,0.3627341757467615,0.03055265584782541,6.686112532892348e-40,2,10,0.2,1514,1.4385272419253233e-39
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=5,,HDBSCAN assigned subset,Industry,0.618354837192941,0.026290884515723985,1.248427282126879e-81,2,125,0.64,1514,1.3636667235539757e-80
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,Sector,0.27283343474670546,0.040249447390970354,1.4442185525469767e-45,3,10,0.26666666666666666,1651,3.9438275858013596e-45
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,All companies including noise,Industry,0.41378419799847777,0.03727858668326093,7.924842523794278e-61,3,127,0.7506561679790026,1651,2.885455483022532e-60
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,Sector,0.3469849276804809,0.029512394828785097,7.782360222638875e-37,2,10,0.25,1533,1.534854377242667e-36
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=10,,HDBSCAN assigned subset,Industry,0.5805436068449441,0.023938851606023513,2.167023595863252e-70,2,126,0.6428571428571429,1533,1.4653207172027705e-69
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,Sector,0.2810109058801017,0.041895627467770744,1.2771305490382994e-48,3,10,0.2,1651,3.7781778742383024e-48
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,All companies including noise,Industry,0.4211588898903576,0.038380077741150036,6.574743048920771e-64,3,127,0.7506561679790026,1651,2.8291318574143923e-63
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,Sector,0.36175891323918835,0.031863508782183615,2.1639868522533084e-40,2,10,0.2,1540,4.956227951934996e-40
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=10|ms=15,,HDBSCAN assigned subset,Industry,0.5955411187704137,0.026359084735836095,1.3359807871227177e-75,2,126,0.6428571428571429,1540,1.1159368927730937e-74
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,Sector,0.2700840426814162,0.03659513381542288,1.4575713320295226e-44,3,10,0.16666666666666666,1651,3.695984449074861e-44
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,All companies including noise,Industry,0.4273650816719663,0.03626192939389571,1.4374177315009447e-66,3,127,0.7480314960629921,1651,7.850512225889775e-66
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,Sector,0.3627341757467615,0.03055265584782541,6.686112532892348e-40,2,10,0.2,1514,1.4385272419253233e-39
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=5,,HDBSCAN assigned subset,Industry,0.618354837192941,0.026290884515723985,1.248427282126879e-81,2,125,0.64,1514,1.3636667235539757e-80
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=10,,All companies including noise,Sector,0.27283343474670546,0.040249447390970354,1.4442185525469767e-45,3,10,0.26666666666666666,1651,3.9438275858013596e-45
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=10,,All companies including noise,Industry,0.41378419799847777,0.03727858668326093,7.924842523794278e-61,3,127,0.7506561679790026,1651,2.885455483022532e-60
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=10,,HDBSCAN assigned subset,Sector,0.3469849276804809,0.029512394828785097,7.782360222638875e-37,2,10,0.25,1533,1.534854377242667e-36
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=10,,HDBSCAN assigned subset,Industry,0.5805436068449441,0.023938851606023513,2.167023595863252e-70,2,126,0.6428571428571429,1533,1.4653207172027705e-69
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=15,,All companies including noise,Sector,0.2810109058801017,0.041895627467770744,1.2771305490382994e-48,3,10,0.2,1651,3.7781778742383024e-48
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=15,,All companies including noise,Industry,0.4211588898903576,0.038380077741150036,6.574743048920771e-64,3,127,0.7506561679790026,1651,2.8291318574143923e-63
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=15,,HDBSCAN assigned subset,Sector,0.36175891323918835,0.031863508782183615,2.1639868522533084e-40,2,10,0.2,1540,4.956227951934996e-40
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=15|ms=15,,HDBSCAN assigned subset,Industry,0.5955411187704137,0.026359084735836095,1.3359807871227177e-75,2,126,0.6428571428571429,1540,1.1159368927730937e-74
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,Sector,0.2700840426814162,0.03659513381542288,1.4575713320295226e-44,3,10,0.16666666666666666,1651,3.695984449074861e-44
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,All companies including noise,Industry,0.4273650816719663,0.03626192939389571,1.4374177315009447e-66,3,127,0.7480314960629921,1651,7.850512225889775e-66
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,Sector,0.3627341757467615,0.03055265584782541,6.686112532892348e-40,2,10,0.2,1514,1.4385272419253233e-39
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=5,,HDBSCAN assigned subset,Industry,0.618354837192941,0.026290884515723985,1.248427282126879e-81,2,125,0.64,1514,1.3636667235539757e-80
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=10,,All companies including noise,Sector,0.27283343474670546,0.040249447390970354,1.4442185525469767e-45,3,10,0.26666666666666666,1651,3.9438275858013596e-45
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=10,,All companies including noise,Industry,0.41378419799847777,0.03727858668326093,7.924842523794278e-61,3,127,0.7506561679790026,1651,2.885455483022532e-60
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=10,,HDBSCAN assigned subset,Sector,0.3469849276804809,0.029512394828785097,7.782360222638875e-37,2,10,0.25,1533,1.534854377242667e-36
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=10,,HDBSCAN assigned subset,Industry,0.5805436068449441,0.023938851606023513,2.167023595863252e-70,2,126,0.6428571428571429,1533,1.4653207172027705e-69
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=15,,All companies including noise,Sector,0.2810109058801017,0.041895627467770744,1.2771305490382994e-48,3,10,0.2,1651,3.7781778742383024e-48
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=15,,All companies including noise,Industry,0.4211588898903576,0.038380077741150036,6.574743048920771e-64,3,127,0.7506561679790026,1651,2.8291318574143923e-63
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=15,,HDBSCAN assigned subset,Sector,0.36175891323918835,0.031863508782183615,2.1639868522533084e-40,2,10,0.2,1540,4.956227951934996e-40
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=20|ms=15,,HDBSCAN assigned subset,Industry,0.5955411187704137,0.026359084735836095,1.3359807871227177e-75,2,126,0.6428571428571429,1540,1.1159368927730937e-74
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=5,,All companies including noise,Sector,0.2700840426814162,0.03659513381542288,1.4575713320295226e-44,3,10,0.16666666666666666,1651,3.695984449074861e-44
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=5,,All companies including noise,Industry,0.4273650816719663,0.03626192939389571,1.4374177315009447e-66,3,127,0.7480314960629921,1651,7.850512225889775e-66
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=5,,HDBSCAN assigned subset,Sector,0.3627341757467615,0.03055265584782541,6.686112532892348e-40,2,10,0.2,1514,1.4385272419253233e-39
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=5,,HDBSCAN assigned subset,Industry,0.618354837192941,0.026290884515723985,1.248427282126879e-81,2,125,0.64,1514,1.3636667235539757e-80
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=10,,All companies including noise,Sector,0.27283343474670546,0.040249447390970354,1.4442185525469767e-45,3,10,0.26666666666666666,1651,3.9438275858013596e-45
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=10,,All companies including noise,Industry,0.41378419799847777,0.03727858668326093,7.924842523794278e-61,3,127,0.7506561679790026,1651,2.885455483022532e-60
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=10,,HDBSCAN assigned subset,Sector,0.3469849276804809,0.029512394828785097,7.782360222638875e-37,2,10,0.25,1533,1.534854377242667e-36
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=10,,HDBSCAN assigned subset,Industry,0.5805436068449441,0.023938851606023513,2.167023595863252e-70,2,126,0.6428571428571429,1533,1.4653207172027705e-69
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=15,,All companies including noise,Sector,0.2810109058801017,0.041895627467770744,1.2771305490382994e-48,3,10,0.2,1651,3.7781778742383024e-48
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=15,,All companies including noise,Industry,0.4211588898903576,0.038380077741150036,6.574743048920771e-64,3,127,0.7506561679790026,1651,2.8291318574143923e-63
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=15,,HDBSCAN assigned subset,Sector,0.36175891323918835,0.031863508782183615,2.1639868522533084e-40,2,10,0.2,1540,4.956227951934996e-40
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN,Density-based,HDBSCAN|mcs=25|ms=15,,HDBSCAN assigned subset,Industry,0.5955411187704137,0.026359084735836095,1.3359807871227177e-75,2,126,0.6428571428571429,1540,1.1159368927730937e-74
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,Sector,0.2689781370972803,0.053438382517024326,6.431871466258747e-65,4,10,0.0,1651,3.3826879563286743e-64
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,42.0,All eligible companies,Industry,0.4540315931054677,0.09827068784282382,9.751797194548467e-117,4,127,0.7992125984251969,1651,3.461888004064706e-115
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,Sector,0.24795230857045264,0.04797613392321066,4.6241370851442393e-54,4,10,0.0,1651,1.5270406188150745e-53
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,DEC,Neural full-assignment,DEC|K=4,42.0,All eligible companies,Industry,0.425549113148098,0.09426107421370772,2.102864423396893e-97,4,127,0.8031496062992126,1651,3.732584351529485e-96
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,Sector,0.330958355813279,0.07532458039678708,9.98129952195805e-103,4,10,0.025,1651,2.0247779030257755e-101
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,456.0,All eligible companies,Industry,0.5065381077594486,0.10712370368229097,1.6771940526921184e-157,4,127,0.8011811023622047,1651,1.1908077774114041e-155
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,Sector,0.365083180998099,0.09616303259263875,3.2751791168435736e-127,4,10,0.0,1651,1.5502514486392915e-125
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,DEC,Neural full-assignment,DEC|K=4,456.0,All eligible companies,Industry,0.5100299140278332,0.11900886108747934,1.8963607235147417e-160,4,127,0.7933070866141733,1651,2.692832227390933e-158
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,Sector,0.2642434672442098,0.0522998275562968,2.191110720486241e-62,4,10,0.0,1651,9.15110947967783e-62
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Autoencoder + K-Means,Neural full-assignment,Autoencoder + K-Means|K=4,2026.0,All eligible companies,Industry,0.4436797159057107,0.0895967651822967,1.744594283017317e-109,4,127,0.8051181102362205,1651,4.95464776376918e-108
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,Sector,0.21860757887630833,0.041437517802521584,1.3502381587856322e-40,4,10,0.0,1651,3.363751202588768e-40
non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,DEC,Neural full-assignment,DEC|K=4,2026.0,All eligible companies,Industry,0.43981699213384723,0.1031430619056192,7.61816810586181e-107,4,127,0.8149606299212598,1651,1.8029664517206285e-105
