Scenario ID,Scenario Name,Candidate Role,Candidate ID,Method,Sampling Seed,Reference Cluster,Resampled Cluster,Cluster Company Count,Cluster Share of Evaluated Population,Reference Cluster Share,Shared-Company Jaccard
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10000,1,0,96,0.2704225352112676,0.3783783783783784,0.7037037037037037
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10001,0,0,229,0.6450704225352113,0.6216216216216216,0.9912663755458515
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10001,1,1,126,0.35492957746478876,0.3783783783783784,0.984375
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10002,0,0,252,0.7098591549295775,0.6216216216216216,0.8038461538461539
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10002,1,1,103,0.29014084507042254,0.3783783783783784,0.6506849315068494
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10003,0,0,252,0.7098591549295775,0.6216216216216216,0.8515625
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10003,1,1,103,0.29014084507042254,0.3783783783783784,0.7226277372262774
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10004,0,1,245,0.6901408450704225,0.6216216216216216,0.8866396761133604
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10004,1,0,110,0.30985915492957744,0.3783783783783784,0.7941176470588235
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10005,0,0,268,0.7549295774647887,0.6216216216216216,0.8252788104089219
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10005,1,1,87,0.24507042253521127,0.3783783783783784,0.6466165413533834
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10006,0,1,228,0.6422535211267606,0.6216216216216216,0.9824561403508771
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10006,1,0,127,0.35774647887323946,0.3783783783783784,0.9694656488549618
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10007,0,0,262,0.7380281690140845,0.6216216216216216,0.8333333333333334
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10007,1,1,93,0.2619718309859155,0.3783783783783784,0.674074074074074
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10008,0,0,230,0.647887323943662,0.6216216216216216,0.8833333333333333
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10008,1,1,125,0.352112676056338,0.3783783783783784,0.8041958041958042
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10009,0,0,224,0.6309859154929578,0.6216216216216216,0.9344978165938864
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10009,1,1,131,0.36901408450704226,0.3783783783783784,0.8936170212765957
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10010,0,1,236,0.6647887323943662,0.6216216216216216,0.871900826446281
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10010,1,0,119,0.3352112676056338,0.3783783783783784,0.7847222222222222
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10011,0,0,223,0.6281690140845071,0.6216216216216216,0.9866071428571429
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10011,1,1,132,0.37183098591549296,0.3783783783783784,0.9776119402985075
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10012,0,0,251,0.7070422535211267,0.6216216216216216,0.8968253968253969
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10012,1,1,104,0.29295774647887324,0.3783783783783784,0.7984496124031008
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10013,0,0,218,0.6140845070422535,0.6216216216216216,0.9247787610619469
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10013,1,1,137,0.38591549295774646,0.3783783783783784,0.8835616438356164
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10014,0,1,250,0.704225352112676,0.6216216216216216,0.8359375
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10014,1,0,105,0.29577464788732394,0.3783783783783784,0.7021276595744681
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10015,0,0,227,0.6394366197183099,0.6216216216216216,0.9152542372881356
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10015,1,1,128,0.36056338028169016,0.3783783783783784,0.8561151079136691
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10016,0,0,225,0.6338028169014085,0.6216216216216216,0.9688888888888889
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10016,1,1,130,0.36619718309859156,0.3783783783783784,0.948905109489051
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10017,0,0,213,0.6,0.6216216216216216,0.9417040358744395
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10017,1,1,142,0.4,0.3783783783783784,0.9103448275862069
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10018,0,1,207,0.5830985915492958,0.6216216216216216,0.9495412844036697
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10018,1,0,148,0.4169014084507042,0.3783783783783784,0.9256756756756757
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10019,0,1,251,0.7070422535211267,0.6216216216216216,0.8725099601593626
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,10019,1,0,104,0.29295774647887324,0.3783783783783784,0.7647058823529411
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10000,0,2,15,0.04823151125401929,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10000,1,1,270,0.8681672025723473,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10000,2,0,26,0.08360128617363344,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10001,0,1,12,0.039473684210526314,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10001,1,2,276,0.9078947368421053,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10001,2,0,16,0.05263157894736842,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10002,0,2,16,0.05333333333333334,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10002,1,1,255,0.85,0.8697916666666666,0.9960474308300395
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10002,2,0,29,0.09666666666666666,0.0859375,0.9655172413793104
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10003,0,0,13,0.04276315789473684,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10003,1,1,260,0.8552631578947368,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10003,2,2,31,0.10197368421052631,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10004,0,2,15,0.04792332268370607,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10004,1,1,270,0.8626198083067093,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10004,2,0,28,0.08945686900958466,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10005,0,0,11,0.036544850498338874,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10005,1,1,269,0.893687707641196,0.8697916666666666,0.9962264150943396
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10005,2,2,21,0.06976744186046512,0.0859375,0.9545454545454546
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10006,0,2,17,0.05537459283387622,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10006,1,1,264,0.8599348534201955,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10006,2,0,26,0.08469055374592833,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10007,0,0,15,0.05,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10007,1,1,257,0.8566666666666667,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10007,2,2,28,0.09333333333333334,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10008,0,2,15,0.04792332268370607,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10008,1,1,274,0.8753993610223643,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10008,2,0,24,0.07667731629392971,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10009,0,0,14,0.04844290657439446,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10009,1,2,249,0.8615916955017301,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10009,2,1,26,0.08996539792387544,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10010,0,0,11,0.037162162162162164,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10010,1,1,255,0.8614864864864865,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10010,2,2,30,0.10135135135135136,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10011,0,0,14,0.0472972972972973,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10011,1,2,261,0.8817567567567568,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10011,2,1,21,0.07094594594594594,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10012,0,0,14,0.04697986577181208,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10012,1,1,253,0.8489932885906041,0.8697916666666666,0.9806201550387597
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10012,2,2,31,0.1040268456375839,0.0859375,0.8333333333333334
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10013,0,2,14,0.043076923076923075,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10013,1,1,275,0.8461538461538461,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10013,2,0,36,0.11076923076923077,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10014,0,2,14,0.04416403785488959,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10014,1,1,270,0.8517350157728707,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10014,2,0,33,0.10410094637223975,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10015,1,0,281,0.921311475409836,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10015,2,1,24,0.07868852459016394,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10016,0,2,14,0.0462046204620462,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10016,1,1,251,0.8283828382838284,0.8697916666666666,0.9765625
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10016,2,0,38,0.1254125412541254,0.0859375,0.8235294117647058
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10017,0,0,17,0.05821917808219178,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10017,1,1,248,0.8493150684931506,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10017,2,2,27,0.09246575342465753,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10018,0,0,14,0.04666666666666667,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10018,1,1,257,0.8566666666666667,0.8697916666666666,0.9806201550387597
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10018,2,2,29,0.09666666666666666,0.0859375,0.8148148148148148
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10019,0,0,13,0.044673539518900345,0.044270833333333336,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10019,1,1,253,0.8694158075601375,0.8697916666666666,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,10019,2,2,25,0.0859106529209622,0.0859375,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10000,0,0,272,0.9283276450511946,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10000,1,1,21,0.07167235494880546,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10002,0,0,252,0.9230769230769231,0.9123867069486404,0.9957983193277311
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10002,1,1,21,0.07692307692307693,0.08761329305135952,0.9545454545454546
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10003,0,0,239,0.9227799227799228,0.9123867069486404,0.9957264957264957
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10003,1,1,20,0.07722007722007722,0.08761329305135952,0.9523809523809523
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10004,0,0,257,0.9345454545454546,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10004,1,1,18,0.06545454545454546,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10005,0,0,256,0.9343065693430657,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10005,1,1,18,0.06569343065693431,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10006,0,0,265,0.9265734265734266,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10006,1,1,21,0.07342657342657342,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10007,0,0,252,0.9163636363636364,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10007,1,1,23,0.08363636363636363,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10008,0,0,266,0.9333333333333333,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10008,1,1,19,0.06666666666666667,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10009,0,0,224,0.8995983935742972,0.9123867069486404,0.9955156950672646
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10009,1,1,25,0.10040160642570281,0.08761329305135952,0.9615384615384616
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10010,0,0,227,0.9116465863453815,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10010,1,1,22,0.08835341365461848,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10011,0,1,245,0.928030303030303,0.9123867069486404,0.9956896551724138
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10011,1,0,19,0.07196969696969698,0.08761329305135952,0.95
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10012,0,0,254,0.9236363636363636,0.9123867069486404,0.9957446808510638
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10012,1,1,21,0.07636363636363637,0.08761329305135952,0.9523809523809523
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10013,0,0,256,0.9045936395759717,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10013,1,1,27,0.09540636042402827,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10014,0,1,250,0.9124087591240876,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10014,1,0,24,0.08759124087591241,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10015,0,0,265,0.9397163120567376,0.9123867069486404,0.9959016393442623
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10015,1,1,17,0.06028368794326241,0.08761329305135952,0.9444444444444444
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10016,0,0,257,0.9145907473309609,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10016,1,1,24,0.08540925266903915,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10017,0,2,230,0.8550185873605948,0.9123867069486404,0.9495798319327731
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10017,1,0,23,0.08550185873605948,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10018,0,0,255,0.9205776173285198,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10018,1,1,22,0.07942238267148015,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10019,0,0,254,0.9202898550724637,0.9123867069486404,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,10019,1,1,22,0.07971014492753623,0.08761329305135952,1.0
healthcare_revenue_50m,Healthcare companies with revenue >= $50M,HDBSCAN Pareto representative,HDBSCAN|mcs=15|ms=10,HDBSCAN,10000,0,0,273,0.9191919191919192,0.9046153846153846,1.0
